Iter	GM_NInit	GM_TIsolation	GM_R0	GM_c0	GM_TLatent	GM_TRecover	GM_IFR	GM_T50Testing	GM_TauTesting	GM_TTestingRate	GM_TContactsTestingRate	GM_FAsymp	GM_TestingCoverage	GM_TestSensitivity	GM_ThetaMin	GM_TauTheta	GM_PwrTheta	GM_HygienePwr	GM_FracTraced	GM_TPosTest	GM_TFatalDeath	GM_TauS	GM_rMax	GM_TauR	alpha_Pos	alpha_Death	NInit_1.1
0	16.6118	19.4955	2.19296	14.8711	3.81479	9.11486	0.0228352	75.8007	5.9088	3.99448	2.35718	0.0857998	0.178003	0.651506	0.693437	23.1798	4.52338	0.141873	0.51497	8.92788	5.47278	21.6068	0.624263	51.8332	2.69486	39.2822	16.6118
1	9.40867	8.52073	3.36704	11.9071	3.53608	19.2549	0.00526137	97.2581	5.83049	6.70874	2.09648	0.119204	0.779437	0.624828	0.150909	13.462	2.83576	0.0742598	0.0522454	8.00106	6.23936	23.437	1.48256	27.0874	37.8771	0.119667	9.40867
2	8681.55	11.3583	3.16858	10.9843	4.15183	7.45121	0.0153161	96.1876	9.9813	6.45169	2.06519	0.258866	0.604873	0.697023	0.946273	15.0248	3.84337	0.254668	0.533463	1.74133	1.12833	21.7079	1.09091	46.3126	6.91676	0.233337	8681.55
3	1430.61	13.7836	3.81686	11.3168	3.91394	11.4245	0.0156148	86.289	8.52766	7.23617	1.99127	0.294381	0.33567	0.646043	0.623331	15.869	2.82236	0.383542	0.128717	2.40367	3.41723	24.5171	1.64212	43.0434	1.468	0.104744	1430.61
4	939.812	7.52009	2.74786	16.172	2.23867	7.98251	0.00523025	79.3577	12.2546	4.19639	1.82775	0.216999	0.450219	0.657889	0.734563	17.7696	1.89471	0.373302	0.104469	5.64847	3.76343	28.5969	0.217126	31.8705	0.381171	2.28416	939.812
5	2902.69	8.44398	2.475	16.2831	3.20711	11.6617	0.0224668	89.8327	9.69023	8.67495	2.39504	0.166591	0.496354	0.617152	0.534714	14.244	4.88616	0.467446	0.2198	4.92997	3.52304	27.9444	1.48781	41.0714	0.543418	0.657234	2902.69
6	172.026	12.3157	3.90408	12.2938	5.05117	10.1394	0.0355334	80.5184	6.57761	9.64608	1.73457	0.412347	0.259303	0.601899	0.926258	22.9054	2.94608	0.611144	0.818217	5.2336	3.23598	44.4458	1.65396	45.1777	0.271143	0.159353	172.026
7	7.49882	8.16497	2.92571	17.0732	3.30597	5.7591	0.0067205	84.9341	6.08157	6.80275	1.71979	0.504305	0.866219	0.727251	0.804593	8.90963	7.25554	0.313194	0.109757	7.89793	12.9004	23.4375	0.754667	42.0982	0.565277	27.7432	7.49882
8	150.961	13.8829	4.07887	10.3685	3.98396	16.459	0.00566991	64.3219	10.9331	4.72553	1.03374	0.37637	0.621589	0.744092	0.630818	24.5239	5.30574	0.385891	0.419848	5.78107	13.1206	45.4404	1.4057	35.5034	7.97468	0.980993	150.961
9	2834.51	14.4643	2.71449	11.5834	4.62509	13.0039	0.0152153	63.7784	9.29702	8.24261	1.2545	0.522469	0.625066	0.81622	0.845312	17.9003	4.01366	0.334897	0.653998	9.69301	6.72173	39.066	0.678932	42.6634	0.270266	37.9044	2834.51
